id,title,director,movice_type,producer_country,language,release_time,film_length,score,comment_num
1921583,魔术师 L'illusionniste,希尔万·肖默,"剧情,动画","法国,英国","英语,法语,盖尔语",2010-06-16(法国),80分钟,8.7,73810
6985803,少年斯派维的奇异旅行 The Young and Prodigious T.S. Spivet,让-皮埃尔·热内,"剧情,家庭,冒险","法国,加拿大",英语,2013-10-16(法国),105分钟,8.5,99588
26304901,处子之山 Fúsi,达格·卡利,"剧情,爱情","冰岛,丹麦",冰岛语,2015-02-09(柏林电影节),94分钟,8.5,30660
30390700,美国工厂 American Factory,史蒂文·博格纳尔,纪录片,美国,"英语,汉语普通话",2019-01-25(圣丹斯电影节),110分钟,8.3,96693
2153480,像雾像雨又像风,,"剧情,爱情",中国大陆,汉语普通话,,,8.2,55569
1461964,小兵张嘎,,"剧情,儿童,战争",中国大陆,汉语普通话,,,7.8,36499
26345137,如果蜗牛有爱情,,"剧情,爱情,悬疑",中国大陆,汉语普通话,,,7.2,90261
5364978,喜羊羊与灰太狼之兔年顶呱呱,赵崇邦,"喜剧,动画",中国大陆,汉语普通话,2011-01-21(中国大陆),88分钟,7.0,19143
20277433,焦点 Focus,格伦·费卡拉,"剧情,喜剧,犯罪",美国,英语,2015-02-27(美国),105分钟,6.9,42345
30170907,小舍得,,"剧情,家庭",中国大陆,汉语普通话,,,6.5,71446
2983271,微笑Pasta 微笑PASTA,,"喜剧,爱情",中国台湾,汉语普通话,,,6.2,50791
26886204,匹诺曹 Pinocchio,马提欧·加洛尼,奇幻,"意大利,法国,英国",意大利语,2021-06-01(中国大陆),124分钟,6.2,12535
26957989,王冠 第二季 The Crown Season 2,,"剧情,历史","美国,英国",英语,,,9.4,36224
1427818,老爸老妈的浪漫史 第一季 How I Met Your Mother Season 1,,"喜剧,爱情",美国,英语,,,9.1,70907
3111378,大耳朵图图,,"动画,儿童",中国大陆,汉语普通话,,,8.7,32255
27043023,紧急呼救 第一季 9-1-1 Season 1,,"剧情,动作,惊悚",美国,英语,,,8.7,23970
5360889,月升王国 Moonrise Kingdom,韦斯·安德森,"剧情,儿童",美国,英语,2012-05-16(戛纳电影节),94分钟,8.4,122234
3033085,率性而活 바르게 살자,罗喜灿,喜剧,韩国,韩语,2007-10-18(韩国),102分钟,8.3,67885
25835480,暗黑者,,"剧情,喜剧,悬疑,犯罪",中国大陆,汉语普通话,,,8.2,46563
1293818,钢琴课 The Piano,简·坎皮恩,"剧情,爱情,音乐","新西兰,澳大利亚,法国","英语,英国手语,毛利语",1993-05-17(戛纳电影节),121分钟,8.1,85485
26809592,魅影缝匠 Phantom Thread,保罗·托马斯·安德森,"剧情,爱情","美国,英国","英语,法语",2017-12-25(美国点映),130分钟,7.5,90393
2215609,歌舞青春3：毕业季 High School Musical 3: Senior Year,肯尼·奥特加,"剧情,喜剧,家庭",美国,英语,2008-10-24(美国),112分钟,7.4,69687
34851294,夫妻的世界 부부의 세계,,"剧情,悬疑,犯罪",韩国,韩语,,,7.3,76926
10766459,别惹我 Malavita,吕克·贝松,"喜剧,惊悚,犯罪","法国,英国,美国","英语,法语,意大利语",2014-03-07(中国大陆),111分钟,7.2,85057
25887846,传奇 Legend,布莱恩·海尔格兰德,"剧情,传记,犯罪",英国,英语,2015-09-09(英国),131分钟,7.1,33346
30217666,阳光之下,,"爱情,悬疑,犯罪",中国大陆,汉语普通话,,,6.7,76937
34973638,陈情令国风演唱会,肖战,音乐,中国大陆,汉语普通话,2019-11-01(中国大陆网络),160分钟,6.6,47341
3231740,侠探杰克 Jack Reacher,克里斯托弗·麦奎里,"动作,惊悚,犯罪",美国,英语,2013-02-16(中国大陆),130分钟,6.3,66965
26662345,神战：权力之眼 Gods of Egypt,亚历克斯·普罗亚斯,"动作,奇幻,冒险","美国,澳大利亚",英语,2016-03-11(中国大陆),127分钟,6.6,48596
10791575,猎神：冬日之战 The Huntsman: Winter's War,塞德里克·萨科,"动作,奇幻,冒险",美国,英语,2016-04-22(中国大陆/美国),114分钟,5.6,35994
21327512,"卧虎藏龙：青冥宝剑 Crouching Tiger, Hidden Dragon: Sword of Destiny",袁和平,"剧情,动作,武侠,古装","中国大陆,美国",英语,2016-02-19(中国大陆),103分钟,4.8,36866
1303418,你逃我也逃 To Be or Not to Be,恩斯特·刘别谦,"喜剧,爱情,战争",美国,"英语,德语",1942-03-06(美国),99分钟,9.2,37972
4798707,爱 Amour,迈克尔·哈内克,"剧情,爱情","法国,德国,奥地利","英语,法语",2012-05-20(戛纳电影节),127分钟,8.6,80217
1303907,百变狸猫 平成狸合戦ぽんぽこ,高畑勋,"剧情,喜剧,动画,奇幻",日本,日语,1994-07-16(日本),119 分钟,8.5,85624
25855951,贝利叶一家 La famille Bélier,艾里克·拉缇戈,"剧情,喜剧,音乐,家庭","法国,比利时","法语,西班牙语,手语",2014-12-17(法国),105分钟,8.4,65817
33425932,鸣鸟不飞：乌云密布 囀る鳥は羽ばたかない The clouds gather,牧田佳织,"动画,同性",日本,日语,2020-02-15(日本),86分钟,8.3,24883
1300678,没事偷着乐,杨亚洲,喜剧,中国大陆,"汉语普通话,天津方言",1999-01-07(中国大陆),106分钟,7.8,36637
30340038,吉祥,大鹏,"剧情,家庭",中国大陆,汉语普通话,2018-11-10(金马影展),48分钟,7.8,10966
1499148,蓝莓之夜 My Blueberry Nights,王家卫,"剧情,爱情","美国,法国,中国大陆,中国香港",英语,2007-12-22(中国大陆),95 分钟,7.7,152857
1428877,魔法保姆麦克菲 Nanny McPhee,柯克·琼斯,"喜剧,家庭,奇幻","美国,英国,法国",英语,2005-10-21(英国),97分钟,7.6,57272
26635427,矮婆,蒋能杰,"剧情,儿童",中国大陆,湖南当地方言,2021-09-07(中国大陆),103分钟,7.6,4906
2277018,麦兜响当当 麥兜響當當,谢立文,"喜剧,动画","中国大陆,中国香港","汉语普通话,粤语",2009-07-24(中国大陆),81分钟(重映版),7.5,101242
6110546,安娜·卡列尼娜 Anna Karenina,乔·赖特,"剧情,爱情",英国,英语,2012-10-16(中国大陆),130分钟,7.2,74600
1306894,刀锋战士2 Blade II,吉尔莫·德尔·托罗,"动作,科幻,恐怖","美国,德国","英语,罗马尼亚语,捷克语",2002-03-22(美国),117 分钟,7.0,47577
35237235,无神之地不下雨 無神之地不下雨,,爱情,中国台湾,汉语普通话,,,7.0,4988
35131877,工作细胞：细胞大作战 はたらく細胞!! 最強の敵、再び。体の中は“腸”大騒ぎ！,小仓宏文,"喜剧,动画",日本,日语,2021-04-09(中国大陆),112分钟,6.8,8703
30482003,安家,,"剧情,爱情",中国大陆,汉语普通话,,,6.1,162432
26999861,明星大侦探 第三季,,真人秀,中国大陆,汉语普通话,,,9.1,105328
1292515,用心棒,黑泽明,"剧情,动作,惊悚",日本,日语,1961-04-25(日本),110分钟,9.0,41420
1369747,帝企鹅日记 La marche de l'empereur,吕克·雅盖,纪录片,法国,法语,2005-01-26(法国),80分钟,8.7,82199
4099231,辉夜姬物语 かぐや姫の物語,高畑勋,"动画,奇幻,古装",日本,日语,2013-11-23(日本),137分钟,8.5,79505
34937800,动物狂想曲 第二季 BEASTARS 2nd Season,,"剧情,动画,悬疑,奇幻",日本,日语,,,8.5,26546
6010171,给桃子的信 ももへの手紙,冲浦启之,"剧情,动画",日本,日语,2011-09-10(多伦多电影节),120分钟,8.3,64650
26215216,将来的事 L'avenir,米娅·汉森-洛夫,剧情,"法国,德国","法语,德语,英语",2016-02-13(柏林电影节),102分钟,8.2,49087
22263645,猜火车2 T2 Trainspotting,丹尼·博伊尔,"剧情,犯罪",英国,英语,2017-01-27(英国),117分钟,8.0,76993
26322643,好先生,,"剧情,爱情",中国大陆,汉语普通话,,,7.1,63864
26330955,熊出没之熊心归来,丁亮,"喜剧,动画,冒险",中国大陆,汉语普通话,2016-01-16(中国大陆),99分钟,7.1,11984
1305071,猫狗大战 Cats & Dogs,劳伦斯·哥特曼,"喜剧,动作,冒险","美国,澳大利亚",英语,2001-07-04(美国),87 分钟,6.8,37642
34947684,信号 长期未解决事件搜查组 剧场版 劇場版 シグナル 長期未解決事件捜査班,桥本一,剧情,日本,日语,2021-04-02(日本),122分钟,6.1,952
35027719,兴安岭猎人传说,刘轩狄,"悬疑,恐怖,冒险",中国大陆,汉语普通话,2021-04-01(中国大陆),83分钟,5.9,27343
6796158,铜雀台,赵林山,"剧情,古装",中国大陆,汉语普通话,2012-09-26(中国大陆),107分钟,5.1,57190
25879091,摩登家庭 第六季 Modern Family Season 6,,"喜剧,家庭",美国,英语,,,9.6,47895
1307897,回忆三部曲 Memories,森本晃司,"科幻,动画,惊悚,奇幻",日本,"日语,英语",1995-12-23(日本),113 分钟,8.9,51264
34960008,监视资本主义：智能陷阱 The Social Dilemma,杰夫·奥洛威斯基,纪录片,美国,英语,2020-09-09(美国),94分钟,8.7,34894
2190925,鉴证实录 鑑證實錄,,"爱情,悬疑,犯罪",中国香港,粤语,,,8.6,55899
2189642,北京人在纽约,,"剧情,爱情",中国大陆,"汉语普通话,英语",,,8.5,32367
1291833,杯酒人生 Sideways,亚历山大·佩恩,"剧情,喜剧,爱情","美国,匈牙利","英语,亚美尼亚语",2004-09-13(多伦多电影节),126分钟,7.9,53176
2343687,大汉天子,,"剧情,历史,古装",中国大陆,汉语普通话,,,7.8,36483
1294791,机器战警 RoboCop,保罗·范霍文,"剧情,动作,科幻,惊悚,犯罪",美国,英语,1987-07-17,102 分钟,7.7,40623
34281687,线 糸,濑濑敬久,爱情,日本,日语,2020-08-21(日本),130分钟,7.0,12220
3329192,未来警察 未來警察,王晶,科幻,"中国香港,中国台湾","汉语普通话,粤语",2010-03-30(中国大陆),99分钟,4.0,49572
1917796,征服,,"剧情,犯罪",中国大陆,汉语普通话,,,9.1,37552
24297912,冰血暴 第一季 Fargo Season 1,,"剧情,犯罪",美国,英语,,,9.0,83408
2382364,乔家大院,,"剧情,传记",中国大陆,汉语普通话,,,8.4,27912
24325923,我和厄尔以及将死的女孩 Me and Earl and the Dying Girl,阿方索·戈麦斯-雷洪,"剧情,喜剧",美国,英语,2015-01-25(圣丹斯电影节),105分钟,8.2,84315
10535562,突袭2：暴徒 The Raid 2: Berandal,加雷斯·埃文斯,"剧情,动作,犯罪","印度尼西亚,美国","印度尼西亚语,日语,英语,阿拉伯语",2014-01-21(圣丹斯电影节),150分钟,8.1,61646
26220731,熊出没之雪岭熊风,丁亮,"喜剧,动画,家庭,冒险",中国大陆,汉语普通话,2015-01-30(中国大陆),96分钟,7.9,29901
1292219,关于莉莉周的一切 リリイ·シュシュのすべて,岩井俊二,剧情,日本,日语,2001-09-07(多伦多电影节),146分钟,7.8,157348
1915180,老千 타짜,崔东勋,"剧情,犯罪",韩国,韩语,2006-09-28,139 分钟,7.6,45933
1293732,福星高照,洪金宝,"喜剧,动作",中国香港,粤语,1985-02-10,USA: 96 分钟,7.5,25289
3259993,丧尸乐园 Zombieland,鲁本·弗雷斯彻,"喜剧,恐怖,冒险",美国,英语,2009-09-25(奥斯汀奇幻电影节),88分钟,7.3,84184
26747836,喵星人,陈木胜,"喜剧,儿童,奇幻","中国香港,中国大陆","汉语普通话,粤语",2017-07-14(中国大陆),109分钟,4.4,13225
3305722,刺陵,朱延平,"动作,冒险","中国大陆,中国台湾,中国香港",汉语普通话,2009-12-09(中国大陆),110分钟,3.9,67356
27017278,夏目友人帐 第五季 特别篇 游戏盛宴 夏目友人帳 伍 特別編 遊戯の宴,大森贵弘,"动画,短片",日本,日语,2017-04-26(日本),24分钟,9.4,13303
1306626,堤 La jetée,克里斯·马克,"剧情,爱情,科幻,短片",法国,"法语,德语",1962-02-16,28 分钟,9.0,23803
6146955,寿司之神 Jiro Dreams of Sushi,大卫·贾柏,纪录片,美国,日语,2011-11-08(AFI影展),81分钟,8.7,121539
1293993,小公主 A Little Princess,阿方索·卡隆,"剧情,奇幻",美国,"英语,法语",1995-05-10(美国),97 分钟,8.5,30199
1304641,红磨坊 Moulin Rouge!,巴兹·鲁赫曼,"剧情,爱情,歌舞","澳大利亚,美国","英语,法语,西班牙语",2001-05-09(戛纳电影节),127 分钟,7.9,127936
10484117,天空之眼 Eye in the Sky,加文·胡德,"剧情,战争","英国,加拿大","英语,索马里语",2017-01-13(中国大陆),102分钟,7.8,94199
34914949,掬水月在手,陈传兴,"纪录片,传记",中国大陆,汉语普通话,2020-10-16(中国大陆),120分钟,7.8,32432
1298397,秦颂,周晓文,"剧情,历史,古装","中国大陆,中国香港",汉语普通话,1996-10-31,130分钟,7.7,29998
26411377,你的婚礼 너의 결혼식,李锡根,"剧情,爱情",韩国,韩语,2018-08-22(韩国),110分钟,7.3,39841
30419744,春江水暖,顾晓刚,"剧情,家庭",中国大陆,"汉语普通话,杭州话",2020-08-21(中国大陆网络),150分钟,7.3,24603
3569911,全面回忆 Total Recall,伦·怀斯曼,"动作,科幻,惊悚,冒险","美国,加拿大",英语,2012-10-20(中国大陆),118分钟,7.1,110890
1759975,开心鬼上错身 開心鬼上錯身,黄百鸣,"喜剧,奇幻",中国香港,粤语,1991-08-08(中国香港),91 分钟,7.0,17912
27592484,热气球飞行家 The Aeronauts,汤姆·哈伯,"动作,冒险","英国,美国","英语,法语,拉丁语",2020-11-13(中国大陆),101分钟,7.0,32434
11601131,家园防线 Homefront,加里·弗莱德,"动作,惊悚,犯罪",美国,英语,2014-03-14(中国大陆),92分钟(中国大陆),6.5,43888
1401205,七剑,徐克,"剧情,动作,武侠,古装","中国香港,中国大陆,韩国","汉语普通话,韩语,粤语",2005-07-29(中国大陆),153分钟,6.0,61313
27182503,王冠 第四季 The Crown Season 4,,"剧情,历史",英国,英语,,,9.2,26210
1860528,魔神英雄传 魔神英雄伝ワタル,,"喜剧,动画,奇幻,冒险",日本,日语,,,8.9,38798
10561898,仁显王后的男人 인현왕후의 남자,,"剧情,爱情",韩国,韩语,,,8.6,89914
2303112,法证先锋2 法證先鋒II,,"剧情,犯罪",中国香港,粤语,,,8.3,59131
26958479,浅田家！,中野量太,"剧情,家庭",日本,日语,2020-10-02(日本),127分钟,8.3,24985
1292585,边缘日记 The Basketball Diaries,斯科特·卡尔维特,"剧情,传记,犯罪,运动",美国,英语,1995-04-21,102 分钟,8.2,38797
3072064,飞鹰艾迪 Eddie the Eagle,德克斯特·弗莱彻,"剧情,喜剧,传记,运动","英国,美国,德国","英语,德语",2016-03-18(中国大陆),105分钟,8.1,60781
35619522,所有女生的offer,,真人秀,中国大陆,汉语普通话,,,7.4,720
26386034,极寒之城 Atomic Blonde,大卫·雷奇,"动作,惊悚","美国,德国,瑞典,匈牙利","英语,德语,俄语,瑞典语",2017-03-12(西南偏南电影节),115分钟,7.2,64921
26743567,狼殿下,,古装,中国大陆,汉语普通话,,,6.0,347103
3037329,遥望南方的童年,易寒,剧情,中国大陆,汉语普通话,2007,91分钟,9.4,28956
1428578,没头脑和不高兴,张松林,"喜剧,动画,短片",中国大陆,汉语普通话,1962,20分钟,8.7,71357
11527487,弗兰西丝·哈 Frances Ha,诺亚·鲍姆巴赫,"剧情,喜剧",美国,英语,2012-09-01(特柳赖德电影节),86分钟,8.4,48552
3578925,我家买了动物园 We Bought a Zoo,卡梅伦·克罗,"剧情,喜剧,家庭",美国,英语,2011-12-23(美国),124分钟,7.8,107844
1296078,断头谷 Sleepy Hollow,蒂姆·波顿,"悬疑,恐怖,奇幻","美国,德国","英语,拉丁语",1999-11-19(美国),105 分钟,7.6,109839
1297924,水浒传之英雄本色 水滸傳之英雄本色,陈会毅,"剧情,动作,武侠,古装","中国香港,中国大陆","粤语,汉语普通话",1993-05-19(韩国),99分钟,7.3,30068
10877413,老千2：神之手 타짜 : 신의 손,姜炯哲,"剧情,犯罪",韩国,韩语,2014-09-03(韩国),147分钟,7.2,45985
1308912,力王,蓝乃才,"动作,惊悚,犯罪",中国香港,粤语,1992-04-09(中国香港),91分钟,7.1,37211
3654340,宿醉2 The Hangover Part II,托德·菲利普斯,喜剧,美国,"英语,泰语",2011-05-26(美国),102分钟,6.9,109307
27598254,少年派,,"剧情,爱情,家庭",中国大陆,汉语普通话,,,6.5,80708
3415993,巨人捕手杰克 Jack the Giant Slayer,布莱恩·辛格,"剧情,奇幻,冒险",美国,英语,2013-03-25(中国大陆),114分钟,6.3,43260
26991880,热血合唱团 熱血合唱團,关信辉,剧情,中国香港,粤语,2020-11-13(中国大陆),97分钟,4.5,11533
10741871,地球之盐 Le sel de la Terre,维姆·文德斯,"纪录片,传记","法国,意大利,巴西","法语,英语,葡萄牙语",2014-10-15(法国),110分钟,9.3,35412
1421278,面子 Saving Face,伍思薇,"剧情,喜剧,爱情,同性",美国,"英语,汉语普通话,上海话",2004-09-12(多伦多电影节),91 分钟,8.8,64948
1774132,芭比之天鹅湖 Barbie of Swan Lake,欧文·赫利,"动画,家庭",美国,英语,2003-09-30(美国),81分钟,8.4,12319
30290917,无法成为野兽的我们 獣になれない私たち,,爱情,日本,日语,,,7.7,88492
30207919,安娜贝尔3：回家 Annabelle Comes Home,加里·多伯曼,"悬疑,惊悚,恐怖",美国,英语,2019-06-26(美国),106分钟,6.0,31247
1307868,决战紫禁之巅,刘伟强,"喜剧,动作,奇幻,冒险","中国大陆,中国香港","汉语普通话,粤语",2000-05-01(中国大陆),106 分钟(日本),5.9,49977
26939247,夏目友人帐 第六季 夏目友人帳 陸,,"剧情,动画,奇幻",日本,日语,,,9.6,42701
27041242,摩登家庭 第九季 Modern Family Season 9,,"喜剧,家庭",美国,英语,,,9.5,34738
35033657,如蝶翩翩 나빌레라,,剧情,韩国,韩语,,,9.4,15773
30329046,明星大侦探 第四季,,真人秀,中国大陆,汉语普通话,,,8.6,115653
26785286,荼蘼,,"剧情,爱情",中国台湾,汉语普通话,,,8.5,49463
4066125,谜一样的双眼 El secreto de sus ojos,胡安·何塞·坎帕内利亚,"剧情,爱情,悬疑,犯罪","阿根廷,西班牙",西班牙语,2009-08-13,129分钟,8.2,83901
10546747,法官老爹 The Judge,大卫·道金,剧情,美国,英语,2014-09-04(多伦多电影节),141分钟,8.0,59299
1421823,娜娜 Nana,大谷健太郎,"剧情,音乐",日本,"日语,英语",2005-09-03(日本),113 分钟,7.8,121593
3346464,给朱丽叶的信 Letters to Juliet,盖瑞·温尼克,"剧情,喜剧,爱情",美国,英语,2010-05-14,106分钟（美国）,7.6,78511
35307474,警察学院 경찰수업,,剧情,韩国,韩语,,,6.9,2828
1307456,一本漫画闯天涯 一本漫畫闖天涯,梁家仁,"剧情,喜剧,动作",中国香港,粤语,1990-03-22(中国香港),93分钟,6.8,32225
7051900,宿醉3 The Hangover Part III,托德·菲利普斯,喜剧,美国,英语,2013-05-23(美国),100分钟,6.5,61309
1455979,墨攻,张之亮,"剧情,动作,战争","中国大陆,中国香港,日本,韩国",汉语普通话,2006-11-23(中国香港),133分钟,6.2,72222
35309666,生死阻击,焦晓雨,"剧情,动作,战争",中国大陆,汉语普通话,2021-10-02(中国大陆网络),87分钟,4.7,2820
35430794,山河令生来知己演唱会,张哲瀚,"音乐,歌舞",中国大陆,汉语普通话,2021-05-03(中国大陆网络),300分钟,9.5,139909
1302958,憨豆先生 Mr. Bean,,"喜剧,家庭",英国,英语,,,9.5,56716
26946411,齐木楠雄的灾难 第二季 斉木楠雄のΨ難 第2期,,"喜剧,动画,奇幻",日本,日语,,,9.4,49853
3114220,大秦帝国之裂变,,"剧情,历史,古装",中国大陆,汉语普通话,,,9.3,62486
1291937,关于我母亲的一切 Todo sobre mi madre,佩德罗·阿莫多瓦,剧情,"西班牙,法国","西班牙语,加泰罗尼亚语,英语",1999-04-08(西班牙首映),101分钟,8.6,58471
27132510,教宗的承继 The Two Popes,费尔南多·梅里尔斯,"剧情,传记","英国,意大利","拉丁语,英语,西班牙语,意大利语,法语,葡萄牙语,德语",2019-08-31(特柳赖德电影节),125分钟,8.6,53787
26282448,火影忍者剧场版：博人传 BORUTO -NARUTO THE MOVIE-,山下宏幸,"动作,动画,冒险",日本,日语,2016-02-18(中国大陆),96分钟,8.3,67867
26100709,灵魂摆渡2,,"剧情,惊悚,恐怖",中国大陆,汉语普通话,,,8.3,48899
10756863,有钱男与贫穷女 リッチマン、プアウーマン,,"剧情,喜剧,爱情",日本,日语,,,8.2,82161
33417030,悲惨世界 Les Misérables,拉吉·利,"剧情,犯罪",法国,"法语,班巴拉语",2019-05-15(戛纳电影节),104分钟,8.1,52855
1351675,东尼泷谷 トニー滝谷,市川准,剧情,日本,日语,2005-01-29(日本),76分钟,7.9,3782
3011093,成长教育 An Education,罗勒·莎菲,剧情,"美国,英国",英语,2009-10-30(英国),100分钟,7.7,124514
26169607,潘多拉 판도라,朴正祐,"动作,惊悚,灾难",韩国,韩语,2016-12-07(韩国),136分钟,7.6,50032
1306730,钢琴教师 La pianiste,迈克尔·哈内克,"剧情,爱情,惊悚,情色","奥地利,法国,德国",法语,2001-05-14(戛纳电影节),131分钟,7.5,58451
2076923,花木兰 花木蘭,,"动作,武侠","中国台湾,中国大陆",汉语普通话,,,7.5,27049
1308978,刀锋战士3 Blade: Trinity,大卫·S·高耶,"动作,科幻,恐怖",美国,"英语,世界语",2004-12-08(美国),113 分钟,6.7,40088
35135955,北辙南辕,,剧情,中国大陆,汉语普通话,,,4.9,66834
6894818,毛骗 第二季,,"悬疑,犯罪",中国大陆,汉语普通话,,,9.4,49634
27016555,了不起的麦瑟尔夫人 第二季 The Marvelous Mrs. Maisel Season 2,,"剧情,喜剧",美国,英语,,,8.7,85159
1291565,疯狂约会美丽都 Les triplettes de Belleville,希尔万·肖默,"喜剧,动画","法国,比利时,加拿大,英国,拉脱维亚","法语,葡萄牙语",2003-06-11(法国),Argentina: 80 分钟(Buenos Aires Festival Internacional de Cine Independiente),8.7,79564
1294991,精武门 精武門,罗维,"剧情,动作,爱情,惊悚",中国香港,"粤语,英语",1972-03-22,102分钟,8.5,37480
1898129,芭比之十二个跳舞的公主 Barbie In The 12 Dancing Princesses,Greg Richardson,动画,美国,英语,2006-09-19,83 分钟,8.5,13399
26805324,名姝 第一季 Harlots Season 1,,剧情,"英国,美国",英语,,,8.4,75677
3550132,非常主播 과속스캔들,姜炯哲,"剧情,喜剧,音乐",韩国,韩语,2009-10-09(中国大陆),108 分钟,7.9,163664
1294019,监狱风云2：逃犯 監獄風雲II逃犯,林岭东,"剧情,动作,犯罪",中国香港,粤语,1991-06-22,113分钟,7.9,36625
1297203,着魔 Possession,安德烈·祖拉斯基,"剧情,恐怖","法国,西德",英语,1981-05-25(戛纳电影节),124分钟,7.9,31336
25728612,书店 The Bookshop,伊莎贝尔·科赛特,剧情,"英国,西班牙,德国",英语,2017-10-21(巴利亚多利德电影节),113分钟,7.9,21832
1300830,狂蟒之灾 Anaconda,路易斯·罗沙,"动作,惊悚,冒险,灾难","美国,巴西",英语,1997-04-11,89 分钟,6.7,46241
26825664,修女 The Nun,科林·哈迪,"悬疑,惊悚,恐怖","美国,罗马尼亚","英语,法语,罗马尼亚语,拉丁语",2018-09-07(美国),96分钟,6.0,52306
30171998,你房里有人 There's Someone Inside Your House,帕特里克·布莱斯,"惊悚,恐怖",美国,英语,2021-10-06(美国),96分钟,4.4,1152
1293909,从海底出击 Das Boot,沃尔夫冈·彼德森,"剧情,历史,战争,冒险",西德,"德语,英语,法语",1981-09-17(西德),149分钟(剧场版),9.1,36814
1305261,恐怖分子 恐怖份子,杨德昌,"剧情,犯罪",中国台湾,"汉语普通话,闽南语",1986-12-19(中国台湾),109 分钟,8.9,45236
2156754,魔方大厦,,"动画,儿童,奇幻,冒险",中国大陆,汉语普通话,,,8.8,42041
1292850,危情十日 Misery,罗伯·莱纳,"剧情,惊悚,犯罪",美国,英语,1990-11-30,107 分钟,8.4,64007
1304530,男人四十,许鞍华,剧情,中国香港,粤语,2002-03-14(中国香港),103分钟,8.0,57296
3927734,乐高大电影 The Lego Movie,菲尔·罗德,"喜剧,动画,冒险","美国,澳大利亚,丹麦",英语,2014-02-07(美国),100分钟,7.9,57543
1304026,我要复仇 복수는 나의 것,朴赞郁,"剧情,动作,惊悚",韩国,"韩语,韩国手语",2002-03-29(韩国),120分钟,7.9,65581
1294929,蝙蝠侠归来 Batman Returns,蒂姆·波顿,"动作,犯罪,奇幻","美国,英国",英语,1992-06-19(美国),126分钟,7.4,40831
1308156,的士速递3 Taxi 3,热拉尔·克瓦兹克,"喜剧,动作,犯罪",法国,法语,2003-01-29(法国),84分钟,7.4,36405
2270536,薰衣草,,"剧情,爱情",中国台湾,汉语普通话,,,6.8,33011
1309209,极限特工2 xXx: State of the Union,李·塔玛霍瑞,"动作,惊悚,犯罪,冒险",美国,英语,2005-06-17(中国大陆),101 分钟,6.7,36660
30335059,熊出没·原始时代,丁亮,"喜剧,动画,冒险",中国大陆,汉语普通话,2019-02-05(中国大陆),92分钟,6.6,20688
11505245,最美的时候遇见你,吴娜,爱情,中国大陆,"贵州方言,汉语普通话",2015-12-11(中国大陆),89分钟,6.3,16754
24718797,玩命速递：重启之战 The Transporter Refueled,卡米尔·狄拉玛,"动作,惊悚,犯罪","法国,中国大陆,比利时,摩纳哥","英语,俄语,法语",2015-11-20(中国大陆),96分钟,6.1,34119
30484534,摇滚红与黑 Le Rouge et le Noir,,"剧情,音乐,歌舞",法国,法语,,,9.2,13741
1304397,欲望都市  第一季 Sex and the City Season 1,,"喜剧,爱情",美国,英语,,,8.9,67339
1424552,大决战之辽沈战役,李俊,"剧情,历史,战争",中国大陆,汉语普通话,1991(中国大陆),222分钟,8.9,18778
1307970,骆驼祥子,凌子风,剧情,中国大陆,汉语普通话,1982(中国大陆),125分钟,8.3,22280
1307748,神秘河 Mystic River,克林特·伊斯特伍德,"剧情,悬疑,惊悚,犯罪","美国,澳大利亚",英语,2003-05-23(戛纳电影节),138分钟,7.9,66128
1466897,足球尤物 She's the Man,安迪·菲克曼,"喜剧,爱情","美国,加拿大",英语,2006-03-17(美国),105分钟,7.4,65123
1300605,烈火情人 Damage,路易·马勒,"剧情,爱情,情色","英国,法国","英语,法语,德语,意大利语",1992-12-02,111 分钟,7.3,27609
34825886,熊出没·狂野大陆,丁亮,"喜剧,科幻,动画",中国大陆,汉语普通话,2021-02-12(中国大陆),99分钟,6.3,22022
27073835,回到过去拥抱你,花明,"爱情,奇幻",中国大陆,汉语普通话,2019-07-26(中国大陆),91分钟,4.6,14413
27041245,摩登家庭 第十季 Modern Family Season 10,,"喜剧,家庭",美国,英语,,,9.5,34127
3098725,小鲤鱼历险记,,"动画,儿童,奇幻,冒险",中国大陆,汉语普通话,,,8.5,35697
1303485,洗澡,张杨,"剧情,喜剧,家庭",中国大陆,汉语普通话,1999-09-14(多伦多电影节),92分钟,8.4,61020
27087788,虎啸龙吟,,"剧情,战争,古装",中国大陆,汉语普通话,,,8.4,80248
25822430,炙热 Parched,莉娜·亚达夫,剧情,"印度,美国,英国","英语,印地语",2015-09-12(多伦多电影节),116分钟,8.3,33751
26287786,情满四合院,,剧情,中国大陆,汉语普通话,,,8.0,32871
3012309,古灵精探 古靈精探,,"喜剧,犯罪",中国香港,粤语,,,7.9,40091
1829230,舞出我人生 Step Up,安妮·弗莱彻,"剧情,爱情,歌舞",美国,英语,2009-03-24(中国大陆),104分钟,7.7,89844
26628282,宠儿 The Favourite,欧格斯·兰斯莫斯,"剧情,喜剧,同性,传记","爱尔兰,英国,美国",英语,2018-08-30(威尼斯电影节),119分钟,7.5,77260
4896305,辛亥革命,张黎,"剧情,历史,战争","中国大陆,中国香港",汉语普通话,2011-09-23(中国大陆),121分钟,6.5,45438
35031562,白色大厦 ប៊ូឌីញ ស,卡芝维·尼昂,剧情,"柬埔寨,法国,中国大陆,卡塔尔",高棉语,2022-03-31(中国大陆网络),90分钟,6.0,521
